sequenceID	gb_subtype	rec_subtype	strain	gb_segment	rec_segment	iso_host	iso_source	iso_country	lab_host	iso_year	iso_month	iso_day	length	pubmed_id
LC123407	-	-	C/Sao Paulo/378/82	2	2	Homo sapiens	-	Brazil	-	1982	-	-	2322	27384661
LC123408	-	-	C/Nara/82	2	2	Homo sapiens	-	Japan:Nara	-	1982	-	-	2322	27384661
LC123409	-	-	C/England/892/1983	2	2	Homo sapiens	-	United Kingdom	-	1983	-	-	2322	27384661
LC123410	-	-	C/Yamagata/7/88	2	2	Homo sapiens	-	Japan:Yamagata	-	1988	-	-	2322	27384661
LC123411	-	-	C/Yamagata/9/88	2	2	Homo sapiens	-	Japan:Yamagata	-	1988	-	-	2322	27384661
LC123412	-	-	C/Yamagata/10/89	2	2	Homo sapiens	-	Japan:Yamagata	-	1989	-	-	2322	27384661
LC123413	-	-	C/Miyagi/5/91	2	2	Homo sapiens	-	Japan:Miyagi	-	1991	-	-	2322	27384661
LC123414	-	-	C/Yamagata/4/92	2	2	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	2322	27384661
LC123415	-	-	C/Yamagata/5/92	2	2	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	2322	27384661
LC123416	-	-	C/Yamagata/1/93	2	2	Homo sapiens	-	Japan:Yamagata	-	1993	-	-	2322	27384661
LC123417	-	-	C/Miyagi/1/93	2	2	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	2322	27384661
LC123418	-	-	C/Miyagi/3/93	2	2	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	2322	27384661
LC123419	-	-	C/Miyagi/7/93	2	2	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	2322	27384661
LC123420	-	-	C/Miyagi/8/96	2	2	Homo sapiens	-	Japan:Miyagi	-	1996	-	-	2322	27384661
LC123421	-	-	C/Miyagi/9/96	2	2	Homo sapiens	-	Japan:Miyagi	-	1996	-	-	2322	27384661
LC123422	-	-	C/Yamagata/8/96	2	2	Homo sapiens	-	Japan:Yamagata	-	1996	-	-	2322	27384661
LC123423	-	-	C/Yamagata/13/98	2	2	Homo sapiens	-	Japan:Yamagata	-	1998	-	-	2322	27384661
LC123424	-	-	C/Aichi/1/99	2	2	Homo sapiens	-	Japan:Aichi	-	1999	-	-	2322	27384661
LC123425	-	-	C/Yamagata/3/2000	2	2	Homo sapiens	-	Japan:Yamagata	-	2000	-	-	2322	27384661
LC123426	-	-	C/Yamagata/6/2000	2	2	Homo sapiens	-	Japan:Yamagata	-	2000	-	-	2322	27384661
LC123427	-	-	C/Yamagata/5/2002	2	2	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	2322	27384661
LC123428	-	-	C/Yamagata/7/2002	2	2	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	2322	27384661
LC123429	-	-	C/Miyagi/4/2002	2	2	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2322	27384661
LC123430	-	-	C/Miyagi/11/2002	2	2	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2322	27384661
LC123431	-	-	C/Miyagi/20/2002	2	2	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2322	27384661
LC123432	-	-	C/Miyagi/28/2002	2	2	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2322	27384661
LC123433	-	-	C/Miyagi/31/2002	2	2	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2322	27384661
LC123434	-	-	C/Yamagata/3/2004	2	2	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2322	27384661
LC123435	-	-	C/Yamagata/14/2004	2	2	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2322	27384661
LC123436	-	-	C/Yamagata/15/2004	2	2	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2322	27384661
LC123437	-	-	C/Yamagata/18/2004	2	2	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2322	27384661
LC123438	-	-	C/Yamagata/26/2004	2	2	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2322	27384661
LC123439	-	-	C/Yamagata/27/2004	2	2	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2322	27384661
LC123440	-	-	C/Miyagi/12/2004	2	2	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2322	27384661
LC123441	-	-	C/Miyagi/25/2004	2	2	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2322	27384661
LC123442	-	-	C/Miyagi/42/2004	2	2	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2322	27384661
LC123443	-	-	C/Miyagi/47/2004	2	2	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2322	27384661
LC123444	-	-	C/Yamagata/1/2005	2	2	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	2322	27384661
LC123445	-	-	C/Yamagata/2/2005	2	2	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	2322	27384661
LC123446	-	-	C/Yamagata/3/2005	2	2	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	2322	27384661
LC123447	-	-	C/Miyagi/2/2005	2	2	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	2322	27384661
LC123448	-	-	C/Miyagi/4/2005	2	2	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	2322	27384661
LC123449	-	-	C/Fukuoka/1/2005	2	2	Homo sapiens	-	Japan:Fukuoka	-	2005	-	-	2322	27384661
LC123450	-	-	C/Fukuoka/2/2006	2	2	Homo sapiens	-	Japan:Fukuoka	-	2006	-	-	2322	27384661
LC123451	-	-	C/Yamagata/1/2006	2	2	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2322	27384661
LC123452	-	-	C/Yamagata/9/2006	2	2	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2322	27384661
LC123453	-	-	C/Yamagata/13/2006	2	2	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2322	27384661
LC123454	-	-	C/Yamagata/14/2006	2	2	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2322	27384661
LC123455	-	-	C/Yamagata/20/2006	2	2	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2322	27384661
LC123456	-	-	C/Miyagi/4/2006	2	2	Homo sapiens	-	Japan:Miyagi	-	2006	-	-	2322	27384661
LC123457	-	-	C/Yamagata/1/2007	2	2	Homo sapiens	-	Japan:Yamagata	-	2007	-	-	2322	27384661
LC123458	-	-	C/Yamagata/3/2008	2	2	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2322	27384661
LC123459	-	-	C/Yamagata/11/2008	2	2	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2322	27384661
LC123460	-	-	C/Yamagata/16/2008	2	2	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2322	27384661
LC123461	-	-	C/Yamagata/18/2008	2	2	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2322	27384661
LC123462	-	-	C/Miyagi/2/2008	2	2	Homo sapiens	-	Japan:Miyagi	-	2008	-	-	2322	27384661
LC123463	-	-	C/Yamagata/2/2010	2	2	Homo sapiens	-	Japan:Yamagata	-	2010	-	-	2322	27384661
LC123464	-	-	C/Miyagi/3/2010	2	2	Homo sapiens	-	Japan:Miyagi	-	2010	-	-	2322	27384661
LC123465	-	-	C/Tokyo/3/2010	2	2	Homo sapiens	-	Japan:Tokyo	-	2010	-	-	2322	27384661
LC123466	-	-	C/Yamagata/1/2012	2	2	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2322	27384661
LC123467	-	-	C/Yamagata/3/2012	2	2	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2322	27384661
LC123468	-	-	C/Yamagata/4/2012	2	2	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2322	27384661
LC123469	-	-	C/Yamagata/7/2012	2	2	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2322	27384661
LC123470	-	-	C/Yamagata/14/2012	2	2	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2322	27384661
LC123471	-	-	C/Yamagata/28/2012	2	2	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2322	27384661
LC123472	-	-	C/Yamagata/29/2012	2	2	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2322	27384661
LC123473	-	-	C/Miyagi/2/2012	2	2	Homo sapiens	-	Japan:Miyagi	-	2012	-	-	2322	27384661
LC123474	-	-	C/Fukuoka/1/2012	2	2	Homo sapiens	-	Japan:Fukuoka	-	2012	-	-	2322	27384661
LC123475	-	-	C/Yamagata/6/2014	2	2	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2322	27384661
LC123476	-	-	C/Yamagata/13/2014	2	2	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2322	27384661
LC123477	-	-	C/Yamagata/16/2014	2	2	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2322	27384661
LC123478	-	-	C/Yamagata/30/2014	2	2	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2322	27384661
LC123479	-	-	C/Yamagata/32/2014	2	2	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2322	27384661
LC123480	-	-	C/Yamagata/33/2014	2	2	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2322	27384661
LC123481	-	-	C/Yamagata/35/2014	2	2	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2322	27384661
LC123482	-	-	C/Miyagi/2/2014	2	2	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	2322	27384661
LC123483	-	-	C/Miyagi/5/2014	2	2	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	2322	27384661
LC123484	-	-	C/Miyagi/6/2014	2	2	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	2322	27384661
LC123485	-	-	C/Tokyo/1/2014	2	2	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	2322	27384661
LC123486	-	-	C/Tokyo/4/2014	2	2	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	2322	27384661
LC123487	-	-	C/Taylor/1233/1947	3	3	Homo sapiens	-	USA	-	1947	-	-	2139	27384661
LC123488	-	-	C/Great Lakes/1167/1954	3	3	Homo sapiens	-	USA	-	1954	-	-	2139	27384661
LC123489	-	-	C/Yamagata/64	3	3	Homo sapiens	-	Japan:Yamagata	-	1964	-	-	2139	27384661
LC123490	-	-	C/Johannesburg/4/67	3	3	Homo sapiens	-	South Africa	-	1967	-	-	2139	27384661
LC123491	-	-	C/Paris/1/67	3	3	Homo sapiens	-	France	-	1967	-	-	2139	27384661
LC123492	-	-	C/Georgia/1/69	3	3	Homo sapiens	-	USA	-	1969	-	-	2139	27384661
LC123493	-	-	C/Sapporo/71	3	3	Homo sapiens	-	Japan:Hokkaido	-	1971	-	-	2139	27384661
LC123494	-	-	C/Aomori/74	3	3	Homo sapiens	-	Japan:Aomori	-	1974	-	-	2139	27384661
LC123495	-	-	C/New Jersey/1/76	3	3	Homo sapiens	-	USA	-	1976	-	-	2139	27384661
LC123496	-	-	C/Kanagawa/1/76	3	3	Homo sapiens	-	Japan:Kanagawa	-	1976	-	-	2139	27384661
LC123497	-	-	C/Miyagi/77	3	3	Homo sapiens	-	Japan:Miyagi	-	1977	-	-	2139	27384661
LC123498	-	-	C/California/78	3	3	Homo sapiens	-	USA	-	1978	-	-	2139	27384661
LC123499	-	-	C/Kansas/1/79	3	3	Homo sapiens	-	USA	-	1979	-	-	2141	27384661
LC123500	-	-	C/Greece/1/79	3	3	Homo sapiens	-	Greece	-	1979	-	-	2139	27384661
LC123501	-	-	C/Kyoto/1/79	3	3	Homo sapiens	-	Japan:Kyoto	-	1979	-	-	2139	27384661
LC123502	-	-	C/Shizuoka/79	3	3	Homo sapiens	-	Japan:Shizuoka	-	1979	-	-	2139	27384661
LC123503	-	-	C/Mississippi/80	3	3	Homo sapiens	-	USA	-	1980	-	-	2139	27384661
LC123504	-	-	C/Aichi/1/81	3	3	Homo sapiens	-	Japan:Aichi	-	1981	-	-	2141	27384661
LC123505	-	-	C/Yamagata/7/81	3	3	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	2139	27384661
LC123506	-	-	C/Yamagata/10/1981	3	3	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	2139	27384661
LC123507	-	-	C/Yamagata/26/81	3	3	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	2139	27384661
LC123509	-	-	C/Sao Paulo/378/82	3	3	Homo sapiens	-	Brazil	-	1982	-	-	2139	27384661
LC123510	-	-	C/Nara/82	3	3	Homo sapiens	-	Japan:Nara	-	1982	-	-	2139	27384661
LC123511	-	-	C/England/892/1983	3	3	Homo sapiens	-	United Kingdom	-	1983	-	-	2139	27384661
LC123512	-	-	C/Yamagata/7/88	3	3	Homo sapiens	-	Japan:Yamagata	-	1988	-	-	2139	27384661
LC123513	-	-	C/Yamagata/9/88	3	3	Homo sapiens	-	Japan:Yamagata	-	1988	-	-	2139	27384661
LC123514	-	-	C/Yamagata/10/89	3	3	Homo sapiens	-	Japan:Yamagata	-	1989	-	-	2139	27384661
LC123515	-	-	C/Miyagi/5/91	3	3	Homo sapiens	-	Japan:Miyagi	-	1991	-	-	2139	27384661
LC123516	-	-	C/Yamagata/4/92	3	3	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	2139	27384661
LC123517	-	-	C/Yamagata/5/92	3	3	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	2139	27384661
LC123518	-	-	C/Yamagata/1/93	3	3	Homo sapiens	-	Japan:Yamagata	-	1993	-	-	2139	27384661
LC123519	-	-	C/Miyagi/1/93	3	3	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	2139	27384661
LC123520	-	-	C/Miyagi/3/93	3	3	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	2139	27384661
LC123521	-	-	C/Miyagi/7/93	3	3	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	2139	27384661
LC123522	-	-	C/Miyagi/8/96	3	3	Homo sapiens	-	Japan:Miyagi	-	1996	-	-	2139	27384661
LC123523	-	-	C/Miyagi/9/96	3	3	Homo sapiens	-	Japan:Miyagi	-	1996	-	-	2139	27384661
LC123524	-	-	C/Yamagata/8/96	3	3	Homo sapiens	-	Japan:Yamagata	-	1996	-	-	2139	27384661
LC123525	-	-	C/Yamagata/13/98	3	3	Homo sapiens	-	Japan:Yamagata	-	1998	-	-	2139	27384661
LC123526	-	-	C/Aichi/1/99	3	3	Homo sapiens	-	Japan:Aichi	-	1999	-	-	2139	27384661
LC123527	-	-	C/Yamagata/3/2000	3	3	Homo sapiens	-	Japan:Yamagata	-	2000	-	-	2130	27384661
LC123528	-	-	C/Yamagata/6/2000	3	3	Homo sapiens	-	Japan:Yamagata	-	2000	-	-	2139	27384661
LC123529	-	-	C/Yamagata/5/2002	3	3	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	2139	27384661
LC123530	-	-	C/Yamagata/7/2002	3	3	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	2139	27384661
LC123531	-	-	C/Miyagi/4/2002	3	3	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2139	27384661
LC123532	-	-	C/Miyagi/11/2002	3	3	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2139	27384661
LC123533	-	-	C/Miyagi/20/2002	3	3	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2139	27384661
LC123534	-	-	C/Miyagi/28/2002	3	3	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2139	27384661
LC123535	-	-	C/Miyagi/31/2002	3	3	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2139	27384661
LC123536	-	-	C/Yamagata/3/2004	3	3	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2139	27384661
LC123537	-	-	C/Yamagata/14/2004	3	3	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2139	27384661
LC123538	-	-	C/Yamagata/15/2004	3	3	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2139	27384661
LC123539	-	-	C/Yamagata/18/2004	3	3	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2139	27384661
LC123540	-	-	C/Yamagata/26/2004	3	3	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2139	27384661
LC123541	-	-	C/Yamagata/27/2004	3	3	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2139	27384661
LC123542	-	-	C/Miyagi/12/2004	3	3	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2139	27384661
LC123543	-	-	C/Miyagi/25/2004	3	3	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2139	27384661
LC123544	-	-	C/Miyagi/42/2004	3	3	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2139	27384661
LC123545	-	-	C/Miyagi/47/2004	3	3	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2139	27384661
LC123546	-	-	C/Yamagata/1/2005	3	3	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	2139	27384661
LC123547	-	-	C/Yamagata/2/2005	3	3	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	2139	27384661
LC123548	-	-	C/Yamagata/3/2005	3	3	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	2139	27384661
LC123549	-	-	C/Miyagi/2/2005	3	3	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	2139	27384661
LC123550	-	-	C/Miyagi/4/2005	3	3	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	2139	27384661
LC123551	-	-	C/Fukuoka/1/2005	3	3	Homo sapiens	-	Japan:Fukuoka	-	2005	-	-	2139	27384661
LC123552	-	-	C/Fukuoka/2/2006	3	3	Homo sapiens	-	Japan:Fukuoka	-	2006	-	-	2139	27384661
LC123553	-	-	C/Yamagata/1/2006	3	3	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2139	27384661
LC123554	-	-	C/Yamagata/9/2006	3	3	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2139	27384661
LC123555	-	-	C/Yamagata/13/2006	3	3	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2139	27384661
LC123556	-	-	C/Yamagata/14/2006	3	3	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2139	27384661
LC123557	-	-	C/Yamagata/20/2006	3	3	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2139	27384661
LC123558	-	-	C/Miyagi/4/2006	3	3	Homo sapiens	-	Japan:Miyagi	-	2006	-	-	2139	27384661
LC123559	-	-	C/Yamagata/1/2007	3	3	Homo sapiens	-	Japan:Yamagata	-	2007	-	-	2139	27384661
LC123560	-	-	C/Yamagata/3/2008	3	3	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2139	27384661
LC123561	-	-	C/Yamagata/11/2008	3	3	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2139	27384661
LC123562	-	-	C/Yamagata/16/2008	3	3	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2139	27384661
LC123563	-	-	C/Yamagata/18/2008	3	3	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2139	27384661
LC123564	-	-	C/Miyagi/2/2008	3	3	Homo sapiens	-	Japan:Miyagi	-	2008	-	-	2139	27384661
LC123565	-	-	C/Yamagata/2/2010	3	3	Homo sapiens	-	Japan:Yamagata	-	2010	-	-	2139	27384661
LC123566	-	-	C/Miyagi/3/2010	3	3	Homo sapiens	-	Japan:Miyagi	-	2010	-	-	2139	27384661
LC123567	-	-	C/Tokyo/3/2010	3	3	Homo sapiens	-	Japan:Tokyo	-	2010	-	-	2139	27384661
LC123568	-	-	C/Yamagata/1/2012	3	3	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2139	27384661
LC123569	-	-	C/Yamagata/3/2012	3	3	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2139	27384661
LC123570	-	-	C/Yamagata/4/2012	3	3	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2139	27384661
LC123571	-	-	C/Yamagata/7/2012	3	3	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2139	27384661
LC123572	-	-	C/Yamagata/14/2012	3	3	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2139	27384661
LC123573	-	-	C/Yamagata/28/2012	3	3	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2139	27384661
LC123574	-	-	C/Yamagata/29/2012	3	3	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2139	27384661
LC123575	-	-	C/Miyagi/2/2012	3	3	Homo sapiens	-	Japan:Miyagi	-	2012	-	-	2139	27384661
LC123576	-	-	C/Fukuoka/1/2012	3	3	Homo sapiens	-	Japan:Fukuoka	-	2012	-	-	2139	27384661
LC123577	-	-	C/Yamagata/6/2014	3	3	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2139	27384661
LC123578	-	-	C/Yamagata/13/2014	3	3	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2139	27384661
LC123579	-	-	C/Yamagata/16/2014	3	3	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2139	27384661
LC123580	-	-	C/Yamagata/30/2014	3	3	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2139	27384661
LC123581	-	-	C/Yamagata/32/2014	3	3	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2139	27384661
LC123582	-	-	C/Yamagata/33/2014	3	3	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2141	27384661
LC123583	-	-	C/Yamagata/35/2014	3	3	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2139	27384661
LC123584	-	-	C/Miyagi/2/2014	3	3	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	2139	27384661
LC123585	-	-	C/Miyagi/5/2014	3	3	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	2139	27384661
LC123586	-	-	C/Miyagi/6/2014	3	3	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	2139	27384661
LC123587	-	-	C/Tokyo/1/2014	3	3	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	2139	27384661
LC123588	-	-	C/Tokyo/4/2014	3	3	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	2141	27384661
LC123722	-	-	C/Taylor/1233/1947	5	5	Homo sapiens	-	USA	-	1947	-	-	1749	27384661
LC123723	-	-	C/Great Lakes/1167/1954	5	5	Homo sapiens	-	USA	-	1954	-	-	1745	27384661
LC123724	-	-	C/Yamagata/64	5	5	Homo sapiens	-	Japan:Yamagata	-	1964	-	-	1754	27384661
LC123725	-	-	C/Paris/1/67	5	5	Homo sapiens	-	France	-	1967	-	-	1749	27384661
LC123726	-	-	C/Georgia/1/69	5	5	Homo sapiens	-	USA	-	1969	-	-	1754	27384661
LC123727	-	-	C/Sapporo/71	5	5	Homo sapiens	-	Japan:Hokkaido	-	1971	-	-	1754	27384661
LC123728	-	-	C/Aomori/74	5	5	Homo sapiens	-	Japan:Aomori	-	1974	-	-	1754	27384661
LC123729	-	-	C/Kanagawa/1/76	5	5	Homo sapiens	-	Japan:Kanagawa	-	1976	-	-	1754	27384661
LC123730	-	-	C/Miyagi/77	5	5	Homo sapiens	-	Japan:Miyagi	-	1977	-	-	1754	27384661
LC123731	-	-	C/California/78	5	5	Homo sapiens	-	USA	-	1978	-	-	1756	27384661
LC123732	-	-	C/Kansas/1/79	5	5	Homo sapiens	-	USA	-	1979	-	-	1754	27384661
LC123733	-	-	C/Kyoto/1/79	5	5	Homo sapiens	-	Japan:Kyoto	-	1979	-	-	1754	27384661
LC123734	-	-	C/Shizuoka/79	5	5	Homo sapiens	-	Japan:Shizuoka	-	1979	-	-	1754	27384661
LC123735	-	-	C/Mississippi/80	5	5	Homo sapiens	-	USA	-	1980	-	-	1754	27384661
LC123736	-	-	C/Aichi/1/81	5	5	Homo sapiens	-	Japan:Aichi	-	1981	-	-	1754	27384661
LC123737	-	-	C/Yamagata/7/81	5	5	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	1754	27384661
LC123738	-	-	C/Yamagata/10/1981	5	5	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	1754	27384661
LC123739	-	-	C/Yamagata/26/81	5	5	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	1754	27384661
LC123741	-	-	C/Sao Paulo/378/82	5	5	Homo sapiens	-	Brazil	-	1982	-	-	1754	27384661
LC123742	-	-	C/Nara/82	5	5	Homo sapiens	-	Japan:Nara	-	1982	-	-	1754	27384661
LC123743	-	-	C/England/892/1983	5	5	Homo sapiens	-	United Kingdom	-	1983	-	-	1754	27384661
LC123744	-	-	C/Yamagata/7/88	5	5	Homo sapiens	-	Japan:Yamagata	-	1988	-	-	1754	27384661
LC123745	-	-	C/Yamagata/9/88	5	5	Homo sapiens	-	Japan:Yamagata	-	1988	-	-	1754	27384661
LC123746	-	-	C/Yamagata/10/89	5	5	Homo sapiens	-	Japan:Yamagata	-	1989	-	-	1754	27384661
LC123747	-	-	C/Miyagi/5/91	5	5	Homo sapiens	-	Japan:Miyagi	-	1991	-	-	1754	27384661
LC123748	-	-	C/Yamagata/4/92	5	5	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	1753	27384661
LC123749	-	-	C/Yamagata/5/92	5	5	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	1754	27384661
LC123750	-	-	C/Yamagata/1/93	5	5	Homo sapiens	-	Japan:Yamagata	-	1993	-	-	1754	27384661
LC123751	-	-	C/Miyagi/1/93	5	5	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	1754	27384661
LC123752	-	-	C/Miyagi/3/93	5	5	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	1754	27384661
LC123753	-	-	C/Miyagi/7/93	5	5	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	1754	27384661
LC123754	-	-	C/Miyagi/8/96	5	5	Homo sapiens	-	Japan:Miyagi	-	1996	-	-	1754	27384661
LC123755	-	-	C/Miyagi/9/96	5	5	Homo sapiens	-	Japan:Miyagi	-	1996	-	-	1754	27384661
LC123756	-	-	C/Yamagata/8/96	5	5	Homo sapiens	-	Japan:Yamagata	-	1996	-	-	1754	27384661
LC123757	-	-	C/Yamagata/13/98	5	5	Homo sapiens	-	Japan:Yamagata	-	1998	-	-	1754	27384661
LC123758	-	-	C/Aichi/1/99	5	5	Homo sapiens	-	Japan:Aichi	-	1999	-	-	1754	27384661
LC123759	-	-	C/Yamagata/6/2000	5	5	Homo sapiens	-	Japan:Yamagata	-	2000	-	-	1754	27384661
LC123760	-	-	C/Yamagata/5/2002	5	5	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	1754	27384661
LC123761	-	-	C/Yamagata/7/2002	5	5	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	1754	27384661
LC123762	-	-	C/Miyagi/11/2002	5	5	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1754	27384661
LC123763	-	-	C/Miyagi/20/2002	5	5	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1754	27384661
LC123764	-	-	C/Miyagi/28/2002	5	5	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1754	27384661
LC123765	-	-	C/Miyagi/31/2002	5	5	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1754	27384661
LC123766	-	-	C/Yamagata/3/2004	5	5	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1754	27384661
LC123767	-	-	C/Yamagata/14/2004	5	5	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1754	27384661
LC123768	-	-	C/Yamagata/18/2004	5	5	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1754	27384661
LC123769	-	-	C/Yamagata/26/2004	5	5	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1754	27384661
LC123770	-	-	C/Yamagata/27/2004	5	5	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1754	27384661
