sequenceID	isolate	length	collection_year	collection_month	collection_month_day	gb_segment	country	place_sampled	pubmed_id	host_sci_name
CY155964	B/Sydney/2/2007	1490	2007	JUL	4	6	Australia	-	-	Homo sapiens
CY155965	B/Sydney/2/2007	1782	2007	JUL	4	5	Australia	-	-	Homo sapiens
CY155966	B/Sydney/2/2007	1055	2007	JUL	4	8	Australia	-	-	Homo sapiens
CY155967	B/Sydney/2/2007	2235	2007	JUL	4	3	Australia	-	-	Homo sapiens
CY155968	B/Sydney/2/2007	2292	2007	JUL	4	1	Australia	-	-	Homo sapiens
CY155969	B/Sydney/2/2007	2352	2007	JUL	4	2	Australia	-	-	Homo sapiens
CY155970	B/Waikato/100/2007	1829	2007	JUL	12	4	New Zealand: Waikato	Waikato	-	human; gender F; age 21Y
CY155971	B/Waikato/100/2007	1151	2007	JUL	12	7	New Zealand: Waikato	Waikato	-	human; gender F; age 21Y
CY155972	B/Waikato/100/2007	1514	2007	JUL	12	6	New Zealand: Waikato	Waikato	-	human; gender F; age 21Y
CY155973	B/Waikato/100/2007	1802	2007	JUL	12	5	New Zealand: Waikato	Waikato	-	human; gender F; age 21Y
CY155974	B/Waikato/100/2007	1059	2007	JUL	12	8	New Zealand: Waikato	Waikato	-	human; gender F; age 21Y
CY155975	B/Waikato/100/2007	2267	2007	JUL	12	3	New Zealand: Waikato	Waikato	-	human; gender F; age 21Y
CY155976	B/Waikato/100/2007	2296	2007	JUL	12	1	New Zealand: Waikato	Waikato	-	human; gender F; age 21Y
CY155977	B/Waikato/100/2007	2353	2007	JUL	12	2	New Zealand: Waikato	Waikato	-	human; gender F; age 21Y
CY155978	B/Christchurch/18/2007	1755	2007	JUL	18	4	New Zealand	-	-	human; gender M; age 85Y
CY155979	B/Christchurch/18/2007	1142	2007	JUL	18	7	New Zealand	-	-	human; gender M; age 85Y
CY155980	B/Christchurch/18/2007	1514	2007	JUL	18	6	New Zealand	-	-	human; gender M; age 85Y
CY155981	B/Christchurch/18/2007	1809	2007	JUL	18	5	New Zealand	-	-	human; gender M; age 85Y
CY155982	B/Christchurch/18/2007	1059	2007	JUL	18	8	New Zealand	-	-	human; gender M; age 85Y
CY155983	B/Christchurch/18/2007	2267	2007	JUL	18	3	New Zealand	-	-	human; gender M; age 85Y
CY155984	B/Christchurch/18/2007	2296	2007	JUL	18	1	New Zealand	-	-	human; gender M; age 85Y
CY155985	B/Christchurch/18/2007	2353	2007	JUL	18	2	New Zealand	-	-	human; gender M; age 85Y
CY155986	B/Sydney/6/2007	1836	2007	JUL	19	4	Australia	-	-	Homo sapiens
CY155987	B/Sydney/6/2007	1144	2007	JUL	19	7	Australia	-	-	Homo sapiens
CY155988	B/Sydney/6/2007	1514	2007	JUL	19	6	Australia	-	-	Homo sapiens
CY155989	B/Sydney/6/2007	1800	2007	JUL	19	5	Australia	-	-	Homo sapiens
CY155990	B/Sydney/6/2007	1057	2007	JUL	19	8	Australia	-	-	Homo sapiens
CY155991	B/Sydney/6/2007	2266	2007	JUL	19	3	Australia	-	-	Homo sapiens
CY155992	B/Sydney/6/2007	2329	2007	JUL	19	1	Australia	-	-	Homo sapiens
CY155993	B/Sydney/6/2007	2366	2007	JUL	19	2	Australia	-	-	Homo sapiens
CY155994	B/Victoria/205/2007	1843	2007	JUL	19	4	Australia: Templestowe	Templestowe	-	human; gender M; age 10Y
CY155995	B/Victoria/205/2007	1151	2007	JUL	19	7	Australia: Templestowe	Templestowe	-	human; gender M; age 10Y
CY155996	B/Victoria/205/2007	1515	2007	JUL	19	6	Australia: Templestowe	Templestowe	-	human; gender M; age 10Y
CY155997	B/Victoria/205/2007	1788	2007	JUL	19	5	Australia: Templestowe	Templestowe	-	human; gender M; age 10Y
CY155998	B/Victoria/205/2007	1055	2007	JUL	19	8	Australia: Templestowe	Templestowe	-	human; gender M; age 10Y
CY155999	B/Victoria/205/2007	2267	2007	JUL	19	3	Australia: Templestowe	Templestowe	-	human; gender M; age 10Y
CY156000	B/Victoria/205/2007	2292	2007	JUL	19	1	Australia: Templestowe	Templestowe	-	human; gender M; age 10Y
CY156001	B/Victoria/205/2007	2352	2007	JUL	19	2	Australia: Templestowe	Templestowe	-	human; gender M; age 10Y
CY156002	B/Wellington/1/2007	1829	2007	JUL	24	4	New Zealand	-	-	human; gender M; age 50Y
CY156003	B/Wellington/1/2007	1151	2007	JUL	24	7	New Zealand	-	-	human; gender M; age 50Y
CY156004	B/Wellington/1/2007	1515	2007	JUL	24	6	New Zealand	-	-	human; gender M; age 50Y
CY156005	B/Wellington/1/2007	1782	2007	JUL	24	5	New Zealand	-	-	human; gender M; age 50Y
CY156006	B/Wellington/1/2007	1057	2007	JUL	24	8	New Zealand	-	-	human; gender M; age 50Y
CY156007	B/Wellington/1/2007	2267	2007	JUL	24	3	New Zealand	-	-	human; gender M; age 50Y
CY156008	B/Wellington/1/2007	2330	2007	JUL	24	1	New Zealand	-	-	human; gender M; age 50Y
CY156009	B/Wellington/1/2007	2352	2007	JUL	24	2	New Zealand	-	-	human; gender M; age 50Y
CY156010	B/Wellington/3/2007	1829	2007	JUL	30	4	New Zealand: Otago	Otago	-	human; gender F; age 3Y
CY156011	B/Wellington/3/2007	1142	2007	JUL	30	7	New Zealand: Otago	Otago	-	human; gender F; age 3Y
CY156012	B/Wellington/3/2007	1514	2007	JUL	30	6	New Zealand: Otago	Otago	-	human; gender F; age 3Y
CY156013	B/Wellington/3/2007	1802	2007	JUL	30	5	New Zealand: Otago	Otago	-	human; gender F; age 3Y
CY156014	B/Wellington/3/2007	1059	2007	JUL	30	8	New Zealand: Otago	Otago	-	human; gender F; age 3Y
CY156015	B/Wellington/3/2007	2267	2007	JUL	30	3	New Zealand: Otago	Otago	-	human; gender F; age 3Y
CY156016	B/Wellington/3/2007	2296	2007	JUL	30	1	New Zealand: Otago	Otago	-	human; gender F; age 3Y
CY156017	B/Wellington/3/2007	2353	2007	JUL	30	2	New Zealand: Otago	Otago	-	human; gender F; age 3Y
CY156018	B/Brisbane/9/2007	1829	2007	JUL	31	4	Australia: Brisbane	Brisbane	-	human; gender M; age 1Y
CY156019	B/Brisbane/9/2007	1159	2007	JUL	31	7	Australia: Brisbane	Brisbane	-	human; gender M; age 1Y
CY156020	B/Brisbane/9/2007	1522	2007	JUL	31	6	Australia: Brisbane	Brisbane	-	human; gender M; age 1Y
CY156021	B/Brisbane/9/2007	1793	2007	JUL	31	5	Australia: Brisbane	Brisbane	-	human; gender M; age 1Y
CY156022	B/Brisbane/9/2007	1055	2007	JUL	31	8	Australia: Brisbane	Brisbane	-	human; gender M; age 1Y
CY156023	B/Brisbane/9/2007	2181	2007	JUL	31	3	Australia: Brisbane	Brisbane	-	human; gender M; age 1Y
CY156024	B/Brisbane/9/2007	2259	2007	JUL	31	1	Australia: Brisbane	Brisbane	-	human; gender M; age 1Y
CY156025	B/Brisbane/9/2007	2352	2007	JUL	31	2	Australia: Brisbane	Brisbane	-	human; gender M; age 1Y
CY156026	B/Victoria/802/2007	1829	2007	AUG	7	4	Australia: Bentleigh East	Bentleigh East	-	human; age 12Y
CY156027	B/Victoria/802/2007	1076	2007	AUG	7	7	Australia: Bentleigh East	Bentleigh East	-	human; age 12Y
CY156028	B/Victoria/802/2007	1515	2007	AUG	7	6	Australia: Bentleigh East	Bentleigh East	-	human; age 12Y
CY156029	B/Victoria/802/2007	1793	2007	AUG	7	5	Australia: Bentleigh East	Bentleigh East	-	human; age 12Y
CY156030	B/Victoria/802/2007	1055	2007	AUG	7	8	Australia: Bentleigh East	Bentleigh East	-	human; age 12Y
CY156031	B/Victoria/802/2007	2181	2007	AUG	7	3	Australia: Bentleigh East	Bentleigh East	-	human; age 12Y
CY156032	B/Victoria/802/2007	2259	2007	AUG	7	1	Australia: Bentleigh East	Bentleigh East	-	human; age 12Y
CY156033	B/Victoria/802/2007	2313	2007	AUG	7	2	Australia: Bentleigh East	Bentleigh East	-	human; age 12Y
CY156034	B/Sydney/502/2007	1843	2007	AUG	12	4	Australia	-	-	human; gender M; age 5Y
CY156035	B/Sydney/502/2007	1136	2007	AUG	12	7	Australia	-	-	human; gender M; age 5Y
CY156036	B/Sydney/502/2007	1490	2007	AUG	12	6	Australia	-	-	human; gender M; age 5Y
CY156037	B/Sydney/502/2007	1782	2007	AUG	12	5	Australia	-	-	human; gender M; age 5Y
CY156038	B/Sydney/502/2007	1054	2007	AUG	12	8	Australia	-	-	human; gender M; age 5Y
CY156039	B/Sydney/502/2007	2267	2007	AUG	12	3	Australia	-	-	human; gender M; age 5Y
CY156040	B/Sydney/502/2007	2330	2007	AUG	12	1	Australia	-	-	human; gender M; age 5Y
CY156041	B/Sydney/502/2007	2352	2007	AUG	12	2	Australia	-	-	human; gender M; age 5Y
CY156042	B/Victoria/805/2007	1829	2007	AUG	13	4	Australia: Hawthorn	Hawthorn	-	human; age 3Y
CY156043	B/Victoria/805/2007	1076	2007	AUG	13	7	Australia: Hawthorn	Hawthorn	-	human; age 3Y
CY156044	B/Victoria/805/2007	1408	2007	AUG	13	6	Australia: Hawthorn	Hawthorn	-	human; age 3Y
CY156045	B/Victoria/805/2007	1793	2007	AUG	13	5	Australia: Hawthorn	Hawthorn	-	human; age 3Y
CY156046	B/Victoria/805/2007	1055	2007	AUG	13	8	Australia: Hawthorn	Hawthorn	-	human; age 3Y
CY156047	B/Victoria/805/2007	2181	2007	AUG	13	3	Australia: Hawthorn	Hawthorn	-	human; age 3Y
CY156048	B/Victoria/805/2007	2259	2007	AUG	13	1	Australia: Hawthorn	Hawthorn	-	human; age 3Y
CY156049	B/Victoria/805/2007	2313	2007	AUG	13	2	Australia: Hawthorn	Hawthorn	-	human; age 3Y
CY156050	B/Sydney/503/2007	1847	2007	AUG	14	4	Australia	-	-	human; gender F; age 5Y
CY156051	B/Sydney/503/2007	1160	2007	AUG	14	7	Australia	-	-	human; gender F; age 5Y
CY156052	B/Sydney/503/2007	1522	2007	AUG	14	6	Australia	-	-	human; gender F; age 5Y
CY156053	B/Sydney/503/2007	1809	2007	AUG	14	5	Australia	-	-	human; gender F; age 5Y
CY156054	B/Sydney/503/2007	1055	2007	AUG	14	8	Australia	-	-	human; gender F; age 5Y
CY156055	B/Sydney/503/2007	2275	2007	AUG	14	3	Australia	-	-	human; gender F; age 5Y
CY156056	B/Sydney/503/2007	2340	2007	AUG	14	1	Australia	-	-	human; gender F; age 5Y
CY156057	B/Sydney/503/2007	2365	2007	AUG	14	2	Australia	-	-	human; gender F; age 5Y
CY156058	B/Victoria/502/2007	1829	2007	AUG	15	4	Australia	-	-	human; gender F; age 36Y
CY156059	B/Victoria/502/2007	1159	2007	AUG	15	7	Australia	-	-	human; gender F; age 36Y
CY156060	B/Victoria/502/2007	1515	2007	AUG	15	6	Australia	-	-	human; gender F; age 36Y
CY156061	B/Victoria/502/2007	1793	2007	AUG	15	5	Australia	-	-	human; gender F; age 36Y
CY156062	B/Victoria/502/2007	1055	2007	AUG	15	8	Australia	-	-	human; gender F; age 36Y
CY156063	B/Victoria/502/2007	2181	2007	AUG	15	3	Australia	-	-	human; gender F; age 36Y
CY156064	B/Victoria/502/2007	2259	2007	AUG	15	1	Australia	-	-	human; gender F; age 36Y
CY156065	B/Victoria/502/2007	2313	2007	AUG	15	2	Australia	-	-	human; gender F; age 36Y
CY156066	B/Sydney/201/2007	1829	2007	AUG	16	4	Australia: Glebe	Glebe	-	human; gender F; age 38Y
CY156067	B/Sydney/201/2007	1151	2007	AUG	16	7	Australia: Glebe	Glebe	-	human; gender F; age 38Y
CY156068	B/Sydney/201/2007	1408	2007	AUG	16	6	Australia: Glebe	Glebe	-	human; gender F; age 38Y
CY156069	B/Sydney/201/2007	1683	2007	AUG	16	5	Australia: Glebe	Glebe	-	human; gender F; age 38Y
CY156070	B/Sydney/201/2007	1055	2007	AUG	16	8	Australia: Glebe	Glebe	-	human; gender F; age 38Y
CY156071	B/Sydney/201/2007	2181	2007	AUG	16	3	Australia: Glebe	Glebe	-	human; gender F; age 38Y
CY156072	B/Sydney/201/2007	2259	2007	AUG	16	1	Australia: Glebe	Glebe	-	human; gender F; age 38Y
CY156073	B/Sydney/201/2007	2352	2007	AUG	16	2	Australia: Glebe	Glebe	-	human; gender F; age 38Y
CY156074	B/Christchurch/42/2007	1829	2007	AUG	17	4	New Zealand	-	-	human; gender F; age 25Y
CY156075	B/Christchurch/42/2007	1151	2007	AUG	17	7	New Zealand	-	-	human; gender F; age 25Y
CY156076	B/Christchurch/42/2007	1514	2007	AUG	17	6	New Zealand	-	-	human; gender F; age 25Y
CY156077	B/Christchurch/42/2007	1809	2007	AUG	17	5	New Zealand	-	-	human; gender F; age 25Y
CY156078	B/Christchurch/42/2007	1059	2007	AUG	17	8	New Zealand	-	-	human; gender F; age 25Y
CY156079	B/Christchurch/42/2007	2267	2007	AUG	17	3	New Zealand	-	-	human; gender F; age 25Y
CY156080	B/Christchurch/42/2007	2296	2007	AUG	17	1	New Zealand	-	-	human; gender F; age 25Y
CY156081	B/Christchurch/42/2007	2353	2007	AUG	17	2	New Zealand	-	-	human; gender F; age 25Y
CY156082	B/Victoria/863/2007	1829	2007	AUG	17	4	Australia: Lalor	Lalor	-	human; age <1Y
CY156083	B/Victoria/863/2007	1076	2007	AUG	17	7	Australia: Lalor	Lalor	-	human; age <1Y
CY156084	B/Victoria/863/2007	1408	2007	AUG	17	6	Australia: Lalor	Lalor	-	human; age <1Y
CY156085	B/Victoria/863/2007	1793	2007	AUG	17	5	Australia: Lalor	Lalor	-	human; age <1Y
CY156086	B/Victoria/863/2007	1055	2007	AUG	17	8	Australia: Lalor	Lalor	-	human; age <1Y
CY156087	B/Victoria/863/2007	2181	2007	AUG	17	3	Australia: Lalor	Lalor	-	human; age <1Y
CY156088	B/Victoria/863/2007	2340	2007	AUG	17	1	Australia: Lalor	Lalor	-	human; age <1Y
CY156089	B/Victoria/863/2007	2352	2007	AUG	17	2	Australia: Lalor	Lalor	-	human; age <1Y
CY156090	B/Wellington/9/2007	1829	2007	AUG	20	4	New Zealand	-	-	human; gender F; age 31Y
CY156091	B/Wellington/9/2007	1151	2007	AUG	20	7	New Zealand	-	-	human; gender F; age 31Y
CY156092	B/Wellington/9/2007	1514	2007	AUG	20	6	New Zealand	-	-	human; gender F; age 31Y
CY156093	B/Wellington/9/2007	1802	2007	AUG	20	5	New Zealand	-	-	human; gender F; age 31Y
CY156094	B/Wellington/9/2007	1059	2007	AUG	20	8	New Zealand	-	-	human; gender F; age 31Y
CY156095	B/Wellington/9/2007	2267	2007	AUG	20	3	New Zealand	-	-	human; gender F; age 31Y
CY156096	B/Wellington/9/2007	2296	2007	AUG	20	1	New Zealand	-	-	human; gender F; age 31Y
CY156097	B/Wellington/9/2007	2353	2007	AUG	20	2	New Zealand	-	-	human; gender F; age 31Y
CY156098	B/Victoria/214/2007	1829	2007	AUG	24	4	Australia: Warrnambool	Warrnambool	-	human; gender M; age 37Y
CY156099	B/Victoria/214/2007	1159	2007	AUG	24	7	Australia: Warrnambool	Warrnambool	-	human; gender M; age 37Y
CY156100	B/Victoria/214/2007	1515	2007	AUG	24	6	Australia: Warrnambool	Warrnambool	-	human; gender M; age 37Y
CY156101	B/Victoria/214/2007	1793	2007	AUG	24	5	Australia: Warrnambool	Warrnambool	-	human; gender M; age 37Y
CY156102	B/Victoria/214/2007	1055	2007	AUG	24	8	Australia: Warrnambool	Warrnambool	-	human; gender M; age 37Y
CY156103	B/Victoria/214/2007	2275	2007	AUG	24	3	Australia: Warrnambool	Warrnambool	-	human; gender M; age 37Y
CY156104	B/Victoria/214/2007	2340	2007	AUG	24	1	Australia: Warrnambool	Warrnambool	-	human; gender M; age 37Y
CY156105	B/Victoria/214/2007	2313	2007	AUG	24	2	Australia: Warrnambool	Warrnambool	-	human; gender M; age 37Y
CY156106	B/Wellington/10/2007	1829	2007	AUG	27	4	New Zealand: Otago	Otago	-	human; gender F; age 6Y
CY156107	B/Wellington/10/2007	1159	2007	AUG	27	7	New Zealand: Otago	Otago	-	human; gender F; age 6Y
CY156108	B/Wellington/10/2007	1515	2007	AUG	27	6	New Zealand: Otago	Otago	-	human; gender F; age 6Y
CY156109	B/Wellington/10/2007	1810	2007	AUG	27	5	New Zealand: Otago	Otago	-	human; gender F; age 6Y
CY156110	B/Wellington/10/2007	1055	2007	AUG	27	8	New Zealand: Otago	Otago	-	human; gender F; age 6Y
CY156111	B/Wellington/10/2007	2274	2007	AUG	27	3	New Zealand: Otago	Otago	-	human; gender F; age 6Y
CY156112	B/Wellington/10/2007	2259	2007	AUG	27	1	New Zealand: Otago	Otago	-	human; gender F; age 6Y
CY156113	B/Wellington/10/2007	2313	2007	AUG	27	2	New Zealand: Otago	Otago	-	human; gender F; age 6Y
CY156114	B/Christchurch/63/2007	1829	2007	AUG	30	4	New Zealand	-	-	human; gender F; age 34Y
CY156115	B/Christchurch/63/2007	1151	2007	AUG	30	7	New Zealand	-	-	human; gender F; age 34Y
CY156116	B/Christchurch/63/2007	1514	2007	AUG	30	6	New Zealand	-	-	human; gender F; age 34Y
CY156117	B/Christchurch/63/2007	1802	2007	AUG	30	5	New Zealand	-	-	human; gender F; age 34Y
CY156118	B/Christchurch/63/2007	1059	2007	AUG	30	8	New Zealand	-	-	human; gender F; age 34Y
CY156119	B/Christchurch/63/2007	2265	2007	AUG	30	3	New Zealand	-	-	human; gender F; age 34Y
CY156120	B/Christchurch/63/2007	2296	2007	AUG	30	1	New Zealand	-	-	human; gender F; age 34Y
CY156121	B/Christchurch/63/2007	2353	2007	AUG	30	2	New Zealand	-	-	human; gender F; age 34Y
CY156122	B/Victoria/505/2007	1829	2007	SEP	3	4	Australia: Hughesdale	Hughesdale	-	human; gender F; age <1Y
CY156123	B/Victoria/505/2007	1159	2007	SEP	3	7	Australia: Hughesdale	Hughesdale	-	human; gender F; age <1Y
CY156124	B/Victoria/505/2007	1408	2007	SEP	3	6	Australia: Hughesdale	Hughesdale	-	human; gender F; age <1Y
CY156125	B/Victoria/505/2007	1683	2007	SEP	3	5	Australia: Hughesdale	Hughesdale	-	human; gender F; age <1Y
CY156126	B/Victoria/505/2007	1055	2007	SEP	3	8	Australia: Hughesdale	Hughesdale	-	human; gender F; age <1Y
CY156127	B/Victoria/505/2007	2275	2007	SEP	3	3	Australia: Hughesdale	Hughesdale	-	human; gender F; age <1Y
CY156128	B/Victoria/505/2007	2259	2007	SEP	3	1	Australia: Hughesdale	Hughesdale	-	human; gender F; age <1Y
CY156129	B/Victoria/505/2007	2313	2007	SEP	3	2	Australia: Hughesdale	Hughesdale	-	human; gender F; age <1Y
CY156130	B/Victoria/215/2007	1829	2007	SEP	3	4	Australia	-	-	human; gender M; age 35Y
CY156131	B/Victoria/215/2007	1159	2007	SEP	3	7	Australia	-	-	human; gender M; age 35Y
CY156132	B/Victoria/215/2007	1514	2007	SEP	3	6	Australia	-	-	human; gender M; age 35Y
CY156133	B/Victoria/215/2007	1793	2007	SEP	3	5	Australia	-	-	human; gender M; age 35Y
CY156134	B/Victoria/215/2007	1055	2007	SEP	3	8	Australia	-	-	human; gender M; age 35Y
CY156135	B/Victoria/215/2007	2181	2007	SEP	3	3	Australia	-	-	human; gender M; age 35Y
CY156136	B/Victoria/215/2007	2259	2007	SEP	3	1	Australia	-	-	human; gender M; age 35Y
CY156137	B/Victoria/215/2007	2313	2007	SEP	3	2	Australia	-	-	human; gender M; age 35Y
CY156138	B/Wellington/11/2007	1829	2007	SEP	5	4	New Zealand: Wellington	Wellington	-	human; gender F; age 30Y
CY156139	B/Wellington/11/2007	1151	2007	SEP	5	7	New Zealand: Wellington	Wellington	-	human; gender F; age 30Y
CY156140	B/Wellington/11/2007	1514	2007	SEP	5	6	New Zealand: Wellington	Wellington	-	human; gender F; age 30Y
CY156141	B/Wellington/11/2007	1802	2007	SEP	5	5	New Zealand: Wellington	Wellington	-	human; gender F; age 30Y
CY156142	B/Wellington/11/2007	1059	2007	SEP	5	8	New Zealand: Wellington	Wellington	-	human; gender F; age 30Y
CY156143	B/Wellington/11/2007	2267	2007	SEP	5	3	New Zealand: Wellington	Wellington	-	human; gender F; age 30Y
CY156144	B/Wellington/11/2007	2322	2007	SEP	5	1	New Zealand: Wellington	Wellington	-	human; gender F; age 30Y
CY156145	B/Wellington/11/2007	2353	2007	SEP	5	2	New Zealand: Wellington	Wellington	-	human; gender F; age 30Y
CY156146	B/Brisbane/16/2007	1829	2007	SEP	6	4	Australia: Brisbane	Brisbane	-	human; gender F; age 2Y
CY156147	B/Brisbane/16/2007	1151	2007	SEP	6	7	Australia: Brisbane	Brisbane	-	human; gender F; age 2Y
CY156148	B/Brisbane/16/2007	1514	2007	SEP	6	6	Australia: Brisbane	Brisbane	-	human; gender F; age 2Y
CY156149	B/Brisbane/16/2007	1802	2007	SEP	6	5	Australia: Brisbane	Brisbane	-	human; gender F; age 2Y
CY156150	B/Brisbane/16/2007	1059	2007	SEP	6	8	Australia: Brisbane	Brisbane	-	human; gender F; age 2Y
CY156151	B/Brisbane/16/2007	2264	2007	SEP	6	3	Australia: Brisbane	Brisbane	-	human; gender F; age 2Y
CY156152	B/Brisbane/16/2007	2296	2007	SEP	6	1	Australia: Brisbane	Brisbane	-	human; gender F; age 2Y
CY156153	B/Brisbane/16/2007	2352	2007	SEP	6	2	Australia: Brisbane	Brisbane	-	human; gender F; age 2Y
CY156154	B/Auckland/11/2007	1829	2007	SEP	7	4	New Zealand	-	-	human; gender M; age <1Y
CY156155	B/Auckland/11/2007	1142	2007	SEP	7	7	New Zealand	-	-	human; gender M; age <1Y
CY156156	B/Auckland/11/2007	1514	2007	SEP	7	6	New Zealand	-	-	human; gender M; age <1Y
CY156157	B/Auckland/11/2007	1802	2007	SEP	7	5	New Zealand	-	-	human; gender M; age <1Y
CY156158	B/Auckland/11/2007	1058	2007	SEP	7	8	New Zealand	-	-	human; gender M; age <1Y
CY156159	B/Auckland/11/2007	2264	2007	SEP	7	3	New Zealand	-	-	human; gender M; age <1Y
CY156160	B/Auckland/11/2007	2296	2007	SEP	7	1	New Zealand	-	-	human; gender M; age <1Y
CY156161	B/Auckland/11/2007	2352	2007	SEP	7	2	New Zealand	-	-	human; gender M; age <1Y
CY156162	B/Victoria/507/2007	1829	2007	SEP	8	4	Australia: Noble Park	Noble Park	-	human; gender M; age <1Y
CY156163	B/Victoria/507/2007	1159	2007	SEP	8	7	Australia: Noble Park	Noble Park	-	human; gender M; age <1Y
CY156164	B/Victoria/507/2007	1515	2007	SEP	8	6	Australia: Noble Park	Noble Park	-	human; gender M; age <1Y
CY156165	B/Victoria/507/2007	1793	2007	SEP	8	5	Australia: Noble Park	Noble Park	-	human; gender M; age <1Y
CY156166	B/Victoria/507/2007	1055	2007	SEP	8	8	Australia: Noble Park	Noble Park	-	human; gender M; age <1Y
CY156167	B/Victoria/507/2007	2275	2007	SEP	8	3	Australia: Noble Park	Noble Park	-	human; gender M; age <1Y
CY156168	B/Victoria/507/2007	2259	2007	SEP	8	1	Australia: Noble Park	Noble Park	-	human; gender M; age <1Y
CY156169	B/Victoria/507/2007	2313	2007	SEP	8	2	Australia: Noble Park	Noble Park	-	human; gender M; age <1Y
CY156170	B/Wellington/12/2007	1829	2007	SEP	10	4	New Zealand	-	-	human; gender F; age 37Y
CY156171	B/Wellington/12/2007	1142	2007	SEP	10	7	New Zealand	-	-	human; gender F; age 37Y
CY156172	B/Wellington/12/2007	1514	2007	SEP	10	6	New Zealand	-	-	human; gender F; age 37Y
CY156173	B/Wellington/12/2007	1802	2007	SEP	10	5	New Zealand	-	-	human; gender F; age 37Y
CY156174	B/Wellington/12/2007	1059	2007	SEP	10	8	New Zealand	-	-	human; gender F; age 37Y
CY156175	B/Wellington/12/2007	2267	2007	SEP	10	3	New Zealand	-	-	human; gender F; age 37Y
CY156176	B/Wellington/12/2007	2296	2007	SEP	10	1	New Zealand	-	-	human; gender F; age 37Y
CY156177	B/Wellington/12/2007	2347	2007	SEP	10	2	New Zealand	-	-	human; gender F; age 37Y
CY156178	B/Brisbane/18/2007	1840	2007	SEP	11	4	Australia	-	-	human; gender F; age 9Y
CY156179	B/Brisbane/18/2007	1151	2007	SEP	11	7	Australia	-	-	human; gender F; age 9Y
CY156180	B/Brisbane/18/2007	1490	2007	SEP	11	6	Australia	-	-	human; gender F; age 9Y
CY156181	B/Brisbane/18/2007	1782	2007	SEP	11	5	Australia	-	-	human; gender F; age 9Y
CY156182	B/Brisbane/18/2007	1055	2007	SEP	11	8	Australia	-	-	human; gender F; age 9Y
CY156183	B/Brisbane/18/2007	2265	2007	SEP	11	3	Australia	-	-	human; gender F; age 9Y
CY156184	B/Brisbane/18/2007	2292	2007	SEP	11	1	Australia	-	-	human; gender F; age 9Y
CY156185	B/Brisbane/18/2007	2352	2007	SEP	11	2	Australia	-	-	human; gender F; age 9Y
CY156186	B/Victoria/219/2007	1829	2007	SEP	11	4	Australia: Hawthorn	Hawthorn	-	human; gender M; age 32Y
CY156187	B/Victoria/219/2007	1142	2007	SEP	11	7	Australia: Hawthorn	Hawthorn	-	human; gender M; age 32Y
CY156188	B/Victoria/219/2007	1514	2007	SEP	11	6	Australia: Hawthorn	Hawthorn	-	human; gender M; age 32Y
CY156189	B/Victoria/219/2007	1802	2007	SEP	11	5	Australia: Hawthorn	Hawthorn	-	human; gender M; age 32Y
CY156190	B/Victoria/219/2007	1059	2007	SEP	11	8	Australia: Hawthorn	Hawthorn	-	human; gender M; age 32Y
CY156191	B/Victoria/219/2007	2267	2007	SEP	11	3	Australia: Hawthorn	Hawthorn	-	human; gender M; age 32Y
CY156192	B/Victoria/219/2007	2296	2007	SEP	11	1	Australia: Hawthorn	Hawthorn	-	human; gender M; age 32Y
CY156193	B/Victoria/219/2007	2353	2007	SEP	11	2	Australia: Hawthorn	Hawthorn	-	human; gender M; age 32Y
